zip,yelp_dollar_1,yelp_dollar_2,yelp_dollar_3,yelp_dollar_4,Total_Business,STATE,income_level_1,income_level_2,income_level_3,income_level_4,income_level_5,income_level_6,affluence,yelp_perc_1,yelp_perc_2,yelp_perc_3,yelp_perc_4,city
61847,0,1,1,0,2,IL,150.0,150.0,100.0,60.0,110.0,0.0,62280.70175438597,0.0,0.5,0.5,0.0,Gifford
61849,1,1,0,0,2,IL,230.0,210.0,170.0,120.0,110.0,20.0,62063.95348837209,0.5,0.5,0.0,0.0,Homer
61853,7,6,1,1,15,IL,1780.0,1030.0,830.0,790.0,1450.0,420.0,80059.52380952383,0.4666666666666667,0.4,0.06666666666666668,0.06666666666666668,Mahomet
61854,0,1,0,0,1,IL,250.0,160.0,110.0,90.0,130.0,0.0,58614.864864864874,0.0,1.0,0.0,0.0,Mansfield
61856,6,7,0,1,14,IL,1130.0,690.0,540.0,470.0,780.0,180.0,73054.08970976253,0.42857142857142855,0.5,0.0,0.07142857142857142,Monticello
61858,1,1,0,0,2,IL,480.0,350.0,260.0,190.0,210.0,0.0,56040.26845637584,0.5,0.5,0.0,0.0,Oakwood
61859,0,3,0,0,3,IL,150.0,150.0,90.0,80.0,110.0,0.0,63146.55172413793,0.0,1.0,0.0,0.0,Ogden
61864,0,1,0,0,1,IL,240.0,190.0,120.0,120.0,170.0,30.0,70258.62068965517,0.0,1.0,0.0,0.0,Philo
61866,4,12,2,0,18,IL,2880.0,1900.0,770.0,400.0,340.0,40.0,39711.69036334913,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,Rantoul
61873,1,6,0,0,7,IL,720.0,500.0,460.0,430.0,620.0,80.0,73709.96441281139,0.14285714285714285,0.8571428571428571,0.0,0.0,St Joseph
61874,8,16,2,0,26,IL,1060.0,800.0,500.0,390.0,800.0,220.0,75232.09549071616,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.0,Savoy
61953,5,13,1,0,19,IL,1070.0,730.0,470.0,350.0,390.0,70.0,57386.36363636363,0.2631578947368421,0.6842105263157895,0.05263157894736842,0.0,Tuscola
75043,0,1,0,0,1,TX,11110.0,8170.0,4000.0,2200.0,2510.0,410.0,48125.0,0.0,1.0,0.0,0.0,Litchfield Park
80428,0,1,2,1,4,CO,90.0,80.0,50.0,40.0,80.0,0.0,66911.76470588235,0.0,0.25,0.5,0.25,Clark
85003,53,81,15,2,151,AZ,1330.0,960.0,490.0,320.0,530.0,270.0,66217.94871794872,0.3509933774834437,0.5364238410596026,0.09933774834437084,0.01324503311258278,Phoenix
85004,70,156,16,4,246,AZ,990.0,740.0,440.0,240.0,350.0,200.0,64569.25675675676,0.2845528455284553,0.6341463414634146,0.06504065040650407,0.016260162601626018,Phoenix
85006,17,41,3,4,65,AZ,4660.0,3060.0,1070.0,450.0,370.0,70.0,36389.462809917364,0.26153846153846155,0.6307692307692307,0.04615384615384616,0.061538461538461535,Phoenix
85007,22,34,5,0,61,AZ,2560.0,1400.0,490.0,260.0,390.0,200.0,46485.84905660377,0.3606557377049181,0.5573770491803278,0.08196721311475409,0.0,Phoenix
85008,40,80,16,0,136,AZ,11250.0,7880.0,2310.0,870.0,700.0,130.0,34318.28003457217,0.29411764705882354,0.5882352941176471,0.1176470588235294,0.0,Phoenix
85009,25,50,7,0,82,AZ,9170.0,5360.0,980.0,220.0,160.0,50.0,27140.840652446674,0.3048780487804878,0.6097560975609756,0.08536585365853659,0.0,Phoenix
85012,31,61,11,3,106,AZ,1010.0,950.0,530.0,310.0,550.0,450.0,79868.42105263157,0.29245283018867924,0.5754716981132075,0.10377358490566037,0.02830188679245283,Phoenix
85013,42,86,10,2,140,AZ,2970.0,2780.0,1550.0,870.0,1110.0,520.0,62334.183673469386,0.3,0.6142857142857143,0.07142857142857142,0.014285714285714284,Phoenix
85014,47,79,23,5,154,AZ,4200.0,3780.0,1790.0,900.0,1090.0,400.0,53320.3125,0.3051948051948052,0.512987012987013,0.14935064935064934,0.032467532467532464,Phoenix
85015,19,59,9,2,89,AZ,7900.0,4680.0,1580.0,730.0,630.0,70.0,35206.86337395766,0.21348314606741567,0.6629213483146067,0.10112359550561796,0.02247191011235955,Phoenix
85016,106,175,30,7,318,AZ,5380.0,4910.0,2540.0,1390.0,2060.0,1280.0,66101.93621867883,0.3333333333333333,0.5503144654088051,0.09433962264150944,0.0220125786163522,Phoenix
85017,30,48,2,4,84,AZ,8260.0,4430.0,970.0,280.0,170.0,0.0,26931.25442948264,0.35714285714285715,0.5714285714285714,0.023809523809523808,0.047619047619047616,Phoenix
85018,82,163,31,5,281,AZ,4870.0,3680.0,2160.0,1300.0,2600.0,2590.0,86344.47674418606,0.2918149466192171,0.5800711743772242,0.1103202846975089,0.017793594306049824,Phoenix
85019,16,13,1,0,30,AZ,5380.0,3450.0,930.0,310.0,150.0,20.0,30212.40234375,0.5333333333333333,0.43333333333333335,0.03333333333333333,0.0,Phoenix
85020,54,81,17,3,155,AZ,5340.0,4210.0,2270.0,1310.0,1860.0,980.0,62938.321853475274,0.34838709677419355,0.5225806451612903,0.10967741935483873,0.01935483870967742,Phoenix
85021,15,44,4,3,66,AZ,7060.0,4240.0,1630.0,960.0,1470.0,820.0,53067.058096415334,0.2272727272727273,0.6666666666666666,0.060606060606060615,0.045454545454545456,Phoenix
85022,59,118,23,7,207,AZ,7980.0,6490.0,3170.0,1920.0,2720.0,830.0,57323.669407183035,0.285024154589372,0.5700483091787439,0.1111111111111111,0.033816425120772944,Phoenix
85023,24,44,9,1,78,AZ,5580.0,4410.0,2080.0,1230.0,1570.0,470.0,53829.856584093875,0.3076923076923077,0.5641025641025641,0.1153846153846154,0.01282051282051282,Phoenix
85024,8,16,3,1,28,AZ,3400.0,2980.0,1940.0,1380.0,2000.0,350.0,65041.49377593361,0.2857142857142857,0.5714285714285714,0.10714285714285714,0.03571428571428571,Phoenix
85027,38,69,7,1,115,AZ,5750.0,5540.0,3060.0,1720.0,1490.0,150.0,49823.546019198184,0.33043478260869563,0.6,0.060869565217391314,0.008695652173913044,Phoenix
85028,15,33,9,1,58,AZ,2590.0,1780.0,1330.0,1120.0,2210.0,1060.0,86892.96333002973,0.25862068965517243,0.5689655172413793,0.15517241379310345,0.017241379310344827,Phoenix
85029,38,65,15,1,119,AZ,8310.0,6260.0,2570.0,1230.0,940.0,150.0,40358.42754367933,0.3193277310924369,0.5462184873949579,0.12605042016806722,0.008403361344537815,Phoenix
85031,9,24,6,1,40,AZ,6320.0,4030.0,870.0,240.0,100.0,0.0,27724.913494809687,0.225,0.6,0.15,0.025,Phoenix
85032,122,243,32,5,402,AZ,11220.0,8510.0,4570.0,2650.0,3270.0,640.0,52734.121840570326,0.3034825870646766,0.6044776119402985,0.07960199004975124,0.01243781094527363,Phoenix
85033,18,34,4,2,58,AZ,11070.0,7670.0,1790.0,520.0,230.0,0.0,29035.479323308267,0.3103448275862069,0.5862068965517241,0.06896551724137931,0.03448275862068965,Phoenix
85034,39,87,19,5,150,AZ,1050.0,630.0,230.0,90.0,60.0,30.0,36124.4019138756,0.26,0.58,0.12666666666666668,0.03333333333333333,Phoenix
85035,23,40,3,2,68,AZ,10120.0,7290.0,1600.0,370.0,130.0,0.0,28280.36904151717,0.3382352941176471,0.5882352941176471,0.04411764705882353,0.029411764705882356,Phoenix
85037,20,38,2,0,60,AZ,8460.0,7120.0,2580.0,1030.0,610.0,30.0,36466.21280887544,0.3333333333333333,0.6333333333333333,0.03333333333333333,0.0,Phoenix
85040,20,31,3,0,54,AZ,6040.0,3910.0,1030.0,350.0,210.0,40.0,30969.343696027638,0.3703703703703704,0.5740740740740741,0.05555555555555555,0.0,Phoenix
85041,15,30,3,2,50,AZ,10430.0,8230.0,2990.0,1300.0,1080.0,140.0,38751.55151013653,0.3,0.6,0.06,0.04,Phoenix
85042,23,37,5,2,67,AZ,7160.0,5770.0,2320.0,1120.0,1340.0,350.0,46366.27906976744,0.34328358208955223,0.5522388059701493,0.07462686567164177,0.02985074626865672,Phoenix
85043,16,27,4,1,48,AZ,5210.0,4610.0,1770.0,690.0,400.0,40.0,37657.23270440252,0.3333333333333333,0.5625,0.08333333333333333,0.02083333333333333,Phoenix
85044,59,104,21,5,189,AZ,5270.0,4990.0,3180.0,2140.0,3190.0,1140.0,70441.98895027624,0.3121693121693121,0.5502645502645502,0.1111111111111111,0.026455026455026454,Phoenix
85048,39,58,11,3,111,AZ,4020.0,2880.0,2090.0,1730.0,3590.0,1860.0,89285.71428571429,0.35135135135135137,0.5225225225225225,0.0990990990990991,0.027027027027027032,Phoenix
85050,23,33,3,2,61,AZ,3440.0,2500.0,1940.0,1510.0,2960.0,1570.0,88119.61206896552,0.3770491803278688,0.5409836065573771,0.049180327868852465,0.032786885245901634,Phoenix
85051,34,88,20,4,146,AZ,8620.0,5870.0,2010.0,910.0,640.0,60.0,35567.36609607952,0.2328767123287671,0.6027397260273972,0.136986301369863,0.0273972602739726,Phoenix
85053,18,35,8,2,63,AZ,5250.0,4220.0,1950.0,1090.0,970.0,110.0,45189.477557027225,0.2857142857142857,0.5555555555555556,0.12698412698412698,0.031746031746031744,Scottsdale
85054,53,77,12,2,144,AZ,740.0,790.0,630.0,450.0,710.0,320.0,83550.82417582418,0.3680555555555556,0.5347222222222222,0.08333333333333333,0.013888888888888888,Phoenix
85083,3,5,0,0,8,AZ,1850.0,1110.0,960.0,940.0,2280.0,840.0,95112.78195488722,0.375,0.625,0.0,0.0,Phoenix
85085,34,76,6,3,119,AZ,2320.0,2090.0,1550.0,1190.0,2620.0,880.0,86514.08450704225,0.2857142857142857,0.6386554621848739,0.050420168067226885,0.025210084033613446,Phoenix
85086,22,59,11,1,93,AZ,4500.0,2960.0,2270.0,2140.0,4030.0,1260.0,82510.19813519814,0.23655913978494625,0.6344086021505376,0.11827956989247312,0.010752688172043013,Phoenix
85087,0,1,0,0,1,AZ,1140.0,670.0,540.0,490.0,850.0,190.0,75000.0,0.0,1.0,0.0,0.0,Phoenix
85140,2,7,1,0,10,AZ,4070.0,3820.0,2650.0,1750.0,1810.0,230.0,58749.127704117236,0.2,0.7,0.1,0.0,San Tan Valley
85142,2,0,0,0,2,AZ,7030.0,5260.0,3950.0,3260.0,5050.0,1250.0,73149.22480620156,1.0,0.0,0.0,0.0,Mesa
85143,4,5,1,0,10,AZ,4450.0,4150.0,2710.0,1540.0,1310.0,120.0,51952.030812324934,0.4,0.5,0.1,0.0,San Tan Valley
85201,57,121,18,7,203,AZ,9400.0,6790.0,2290.0,950.0,750.0,130.0,36601.4278680453,0.2807881773399015,0.5960591133004927,0.08866995073891626,0.03448275862068965,Mesa
85202,59,128,14,4,205,AZ,7250.0,5850.0,2320.0,1250.0,1380.0,200.0,45006.849315068495,0.2878048780487805,0.6243902439024389,0.06829268292682927,0.01951219512195122,Mesa
85203,28,41,4,1,74,AZ,5950.0,4290.0,1950.0,1200.0,1440.0,340.0,50304.87804878049,0.3783783783783784,0.5540540540540541,0.054054054054054064,0.013513513513513514,Mesa
85204,82,155,26,1,264,AZ,10590.0,8330.0,3280.0,1600.0,1190.0,160.0,40089.463220675934,0.3106060606060606,0.5871212121212122,0.09848484848484848,0.0037878787878787884,Mesa
85205,33,51,9,1,94,AZ,6400.0,4600.0,2570.0,1680.0,1930.0,540.0,55565.74492099323,0.35106382978723405,0.5425531914893617,0.09574468085106384,0.010638297872340424,Mesa
85206,72,121,19,1,213,AZ,5220.0,4520.0,2460.0,1430.0,1400.0,220.0,51057.37704918033,0.3380281690140845,0.5680751173708921,0.0892018779342723,0.004694835680751174,Mesa
85207,13,33,7,0,53,AZ,6170.0,4350.0,2710.0,1970.0,3510.0,1410.0,72614.31411530815,0.2452830188679245,0.6226415094339622,0.1320754716981132,0.0,Mesa
85208,14,23,8,0,45,AZ,5680.0,4200.0,2320.0,1270.0,960.0,100.0,44984.51479697178,0.3111111111111111,0.5111111111111111,0.17777777777777778,0.0,Mesa
85209,25,62,12,1,100,AZ,5330.0,4290.0,2850.0,1890.0,2450.0,360.0,59900.990099009905,0.25,0.62,0.12,0.01,Mesa
85210,60,100,15,4,179,AZ,7290.0,5380.0,1840.0,920.0,860.0,110.0,39321.64634146341,0.33519553072625696,0.5586592178770949,0.08379888268156424,0.0223463687150838,Mesa
85212,8,24,4,2,38,AZ,3940.0,2760.0,2240.0,2060.0,3390.0,460.0,73838.38383838384,0.21052631578947367,0.631578947368421,0.10526315789473684,0.05263157894736842,Mesa
85213,11,31,6,0,48,AZ,4510.0,3270.0,1950.0,1350.0,2360.0,850.0,68964.31070678796,0.22916666666666666,0.6458333333333334,0.125,0.0,Mesa
85215,26,53,6,4,89,AZ,2320.0,1570.0,1160.0,850.0,1350.0,430.0,70930.98958333331,0.2921348314606741,0.5955056179775281,0.06741573033707865,0.0449438202247191,Mesa
85224,80,152,27,6,265,AZ,6500.0,6200.0,3770.0,2400.0,2850.0,620.0,60066.02506714414,0.3018867924528302,0.5735849056603773,0.1018867924528302,0.022641509433962263,Chandler
85225,53,120,22,6,201,AZ,11510.0,9310.0,4750.0,2720.0,3280.0,560.0,51661.220043572976,0.263681592039801,0.5970149253731343,0.10945273631840796,0.02985074626865672,Chandler
85226,135,182,42,8,367,AZ,4990.0,4380.0,2850.0,2100.0,3420.0,1050.0,72591.80415114423,0.3678474114441417,0.4959128065395095,0.11444141689373295,0.021798365122615803,Chandler
85233,41,80,22,4,147,AZ,4960.0,4100.0,2720.0,1990.0,3240.0,780.0,69751.2647554806,0.2789115646258503,0.54421768707483,0.14965986394557826,0.027210884353741496,Gilbert
85234,18,57,11,2,88,AZ,6360.0,4530.0,3030.0,2440.0,4130.0,1270.0,73035.38602941176,0.20454545454545456,0.6477272727272727,0.125,0.022727272727272728,Gilbert
85248,32,50,8,1,91,AZ,3980.0,3080.0,2350.0,1910.0,3730.0,1750.0,87872.02380952383,0.3516483516483517,0.5494505494505495,0.08791208791208792,0.01098901098901099,Chandler
85249,14,29,10,0,53,AZ,4640.0,2530.0,2080.0,1930.0,5010.0,2530.0,98063.56837606838,0.2641509433962264,0.5471698113207547,0.18867924528301888,0.0,Chandler
85250,49,88,14,1,152,AZ,2390.0,2050.0,1490.0,1070.0,1440.0,610.0,73149.17127071822,0.3223684210526316,0.5789473684210527,0.09210526315789473,0.006578947368421052,Scottsdale
85251,251,447,58,14,770,AZ,6190.0,5400.0,3140.0,1800.0,2440.0,1480.0,66974.32762836186,0.325974025974026,0.5805194805194805,0.07532467532467532,0.01818181818181818,Scottsdale
85253,44,80,16,7,147,AZ,1690.0,940.0,680.0,510.0,1110.0,3150.0,135829.20792079208,0.2993197278911565,0.54421768707483,0.10884353741496597,0.047619047619047616,Scottsdale
85254,103,168,31,9,311,AZ,5640.0,3760.0,2990.0,2610.0,5160.0,2770.0,91288.70475359789,0.3311897106109325,0.5401929260450161,0.09967845659163987,0.028938906752411574,Phoenix
85255,63,105,18,5,191,AZ,4080.0,2370.0,1960.0,1730.0,4490.0,5400.0,121679.98002995508,0.3298429319371728,0.5497382198952879,0.09424083769633508,0.026178010471204192,Scottsdale
85256,3,4,0,2,9,AZ,1040.0,510.0,280.0,150.0,140.0,0.0,39504.71698113208,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,Scottsdale
85257,39,99,15,2,155,AZ,4940.0,4260.0,2480.0,1380.0,1610.0,320.0,54619.74649766512,0.25161290322580643,0.6387096774193548,0.0967741935483871,0.012903225806451613,Scottsdale
85258,74,131,13,7,225,AZ,2900.0,2070.0,1670.0,1330.0,2690.0,1910.0,96708.43277645188,0.3288888888888889,0.5822222222222222,0.057777777777777775,0.031111111111111114,Scottsdale
85259,14,23,5,4,46,AZ,2460.0,1540.0,1150.0,880.0,2120.0,2410.0,109647.25378787877,0.3043478260869565,0.5,0.10869565217391304,0.08695652173913042,Scottsdale
85260,117,210,44,8,379,AZ,4720.0,3570.0,2760.0,1940.0,3550.0,2340.0,87533.10381355933,0.3087071240105541,0.5540897097625329,0.11609498680738785,0.021108179419525062,Scottsdale
85262,3,7,1,0,11,AZ,900.0,560.0,470.0,450.0,1340.0,1660.0,133271.375464684,0.2727272727272727,0.6363636363636364,0.09090909090909093,0.0,Scottsdale
85264,1,4,0,0,5,AZ,140.0,230.0,140.0,70.0,80.0,30.0,64855.07246376811,0.2,0.8,0.0,0.0,Fort McDowell
85266,12,23,2,1,38,AZ,1010.0,530.0,450.0,430.0,1280.0,1350.0,124306.93069306931,0.3157894736842105,0.6052631578947368,0.05263157894736842,0.02631578947368421,Scottsdale
85268,31,50,6,4,91,AZ,2800.0,1960.0,1540.0,1210.0,2290.0,1150.0,85993.1506849315,0.3406593406593407,0.5494505494505495,0.06593406593406594,0.04395604395604396,Fountain Hills
85281,161,296,55,11,523,AZ,10220.0,6390.0,2310.0,1050.0,1000.0,320.0,39155.70690465007,0.3078393881453155,0.5659655831739961,0.1051625239005736,0.021032504780114723,Tempe
85282,92,165,30,7,294,AZ,8890.0,7350.0,3460.0,1990.0,2340.0,420.0,50434.56032719837,0.3129251700680272,0.5612244897959183,0.1020408163265306,0.023809523809523808,Tempe
85283,65,113,18,5,201,AZ,7390.0,6390.0,3150.0,1830.0,2280.0,550.0,54122.27883279296,0.32338308457711445,0.5621890547263682,0.08955223880597014,0.02487562189054726,Tempe
85284,55,88,22,4,169,AZ,2100.0,1520.0,1140.0,970.0,2320.0,1570.0,101858.1081081081,0.3254437869822485,0.5207100591715976,0.1301775147928994,0.02366863905325444,Tempe
85286,48,100,16,4,168,AZ,4520.0,3200.0,2330.0,2120.0,4570.0,1720.0,87926.59804983747,0.2857142857142857,0.5952380952380952,0.09523809523809523,0.023809523809523808,Chandler
85295,96,171,24,7,298,AZ,5020.0,3900.0,2920.0,2430.0,3930.0,1160.0,76633.52272727272,0.3221476510067114,0.5738255033557047,0.08053691275167785,0.02348993288590604,Gilbert
85296,52,74,14,1,141,AZ,5010.0,3940.0,3140.0,2490.0,4150.0,1060.0,76402.2233451238,0.3687943262411347,0.524822695035461,0.09929078014184398,0.007092198581560284,Higley
85297,10,20,2,1,33,AZ,3210.0,2170.0,1780.0,1700.0,3200.0,910.0,83962.99151888974,0.30303030303030304,0.6060606060606061,0.060606060606060615,0.030303030303030307,Gilbert
85298,24,27,2,3,56,AZ,3180.0,1890.0,1810.0,1830.0,4400.0,1510.0,97221.27222982216,0.42857142857142855,0.4821428571428572,0.03571428571428571,0.05357142857142857,Gilbert
85301,32,56,6,1,95,AZ,12880.0,7230.0,1760.0,540.0,370.0,30.0,28600.394563787813,0.3368421052631579,0.5894736842105263,0.06315789473684211,0.010526315789473684,Glendale
85302,26,56,6,3,91,AZ,7090.0,5450.0,2310.0,1270.0,1000.0,80.0,41773.25581395349,0.2857142857142857,0.6153846153846154,0.06593406593406594,0.03296703296703297,Glendale
85303,8,11,1,1,21,AZ,5840.0,4330.0,1620.0,760.0,590.0,80.0,38700.832072617246,0.3809523809523809,0.5238095238095238,0.047619047619047616,0.047619047619047616,Glendale
85304,13,19,2,0,34,AZ,4140.0,3350.0,1860.0,1200.0,1420.0,200.0,54365.24239934265,0.38235294117647056,0.5588235294117647,0.05882352941176471,0.0,Glendale
85305,24,49,11,2,86,AZ,1830.0,1700.0,860.0,550.0,680.0,90.0,54816.11208406305,0.2790697674418605,0.5697674418604651,0.12790697674418605,0.02325581395348837,Glendale
85306,22,51,5,0,78,AZ,3920.0,3100.0,1730.0,980.0,1030.0,150.0,50515.58203483043,0.28205128205128205,0.6538461538461539,0.0641025641025641,0.0,Glendale
85307,7,2,7,0,16,AZ,1440.0,1440.0,570.0,310.0,240.0,30.0,44230.76923076923,0.4375,0.125,0.4375,0.0,Glendale
85308,152,263,38,13,466,AZ,8810.0,7330.0,4710.0,3340.0,5000.0,1110.0,65977.72277227722,0.3261802575107296,0.5643776824034334,0.0815450643776824,0.027896995708154508,Glendale
85310,14,25,7,2,48,AZ,2360.0,1690.0,1380.0,1130.0,2030.0,600.0,79706.20239390642,0.2916666666666667,0.5208333333333334,0.14583333333333334,0.04166666666666666,Glendale
85323,22,52,9,1,84,AZ,6730.0,5760.0,2470.0,1090.0,800.0,70.0,40625.0,0.2619047619047619,0.6190476190476191,0.10714285714285714,0.011904761904761904,Avondale
85326,20,33,5,2,60,AZ,7740.0,7430.0,3860.0,2110.0,1810.0,160.0,48150.15144958891,0.3333333333333333,0.55,0.08333333333333333,0.03333333333333333,Buckeye
85331,43,65,11,2,121,AZ,3250.0,1800.0,1380.0,1410.0,3440.0,1880.0,99069.1489361702,0.35537190082644626,0.5371900826446281,0.09090909090909093,0.016528925619834708,Cave Creek
85335,4,13,5,1,23,AZ,5600.0,4960.0,1940.0,880.0,460.0,30.0,38266.041816870944,0.17391304347826084,0.5652173913043478,0.21739130434782608,0.043478260869565216,El Mirage
85338,38,75,10,2,125,AZ,6670.0,5840.0,3790.0,2680.0,3270.0,490.0,60982.84960422164,0.304,0.6,0.08,0.016,Goodyear
85339,15,32,7,0,54,AZ,6300.0,5440.0,2990.0,1790.0,1820.0,220.0,51414.33189655173,0.2777777777777778,0.5925925925925926,0.12962962962962962,0.0,Laveen
85340,15,35,5,0,55,AZ,3520.0,2700.0,1830.0,1490.0,2660.0,810.0,76210.60722521138,0.2727272727272727,0.6363636363636364,0.09090909090909093,0.0,Litchfield Park
85342,1,0,0,0,1,AZ,190.0,120.0,80.0,40.0,70.0,0.0,51750.0,1.0,0.0,0.0,0.0,Peoria
85345,40,73,13,3,129,AZ,9500.0,7970.0,3980.0,2040.0,1620.0,110.0,44225.81284694687,0.31007751937984496,0.5658914728682171,0.1007751937984496,0.02325581395348837,Glendale
85351,16,32,4,2,54,AZ,5580.0,3600.0,2260.0,1230.0,1110.0,150.0,47209.26058865758,0.2962962962962963,0.5925925925925926,0.07407407407407407,0.037037037037037035,Sun City
85353,20,35,4,2,61,AZ,6070.0,5660.0,2410.0,1170.0,650.0,50.0,40669.89381636477,0.3278688524590164,0.5737704918032787,0.06557377049180327,0.032786885245901634,Tolleson
85355,0,4,0,0,4,AZ,1260.0,990.0,800.0,670.0,1030.0,180.0,73225.15212981745,0.0,1.0,0.0,0.0,Waddell
85361,0,1,0,0,1,AZ,1000.0,660.0,370.0,220.0,310.0,30.0,51592.66409266409,0.0,1.0,0.0,0.0,Surprise
85363,8,10,2,1,21,AZ,1220.0,920.0,380.0,160.0,100.0,0.0,36870.503597122304,0.3809523809523809,0.4761904761904762,0.09523809523809523,0.047619047619047616,Youngtown
85373,5,10,4,0,19,AZ,2720.0,1930.0,1420.0,990.0,1050.0,110.0,56782.238442822374,0.2631578947368421,0.5263157894736842,0.21052631578947367,0.0,Sun City
85374,43,87,13,2,145,AZ,5470.0,4640.0,3130.0,2110.0,2250.0,310.0,57935.51088777219,0.296551724137931,0.6,0.0896551724137931,0.013793103448275862,Surprise
85375,4,14,0,1,19,AZ,3840.0,2930.0,2360.0,1790.0,2120.0,350.0,64787.15459297984,0.21052631578947367,0.7368421052631579,0.0,0.05263157894736842,Sun City West
85377,5,21,2,0,28,AZ,390.0,270.0,190.0,170.0,440.0,380.0,110190.21739130435,0.17857142857142858,0.75,0.07142857142857142,0.0,Cave Creek
85379,8,24,4,0,36,AZ,5330.0,4510.0,3160.0,2240.0,2600.0,300.0,60322.49173098126,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,Surprise
85381,26,49,10,3,88,AZ,3680.0,3090.0,1940.0,1340.0,1900.0,350.0,62835.365853658535,0.2954545454545455,0.5568181818181818,0.11363636363636365,0.03409090909090909,Peoria
85382,68,94,20,1,183,AZ,5600.0,4530.0,3080.0,2310.0,3280.0,510.0,64940.4453650958,0.371584699453552,0.5136612021857924,0.1092896174863388,0.00546448087431694,Peoria
85383,36,48,11,1,96,AZ,5320.0,3450.0,2890.0,2900.0,6760.0,2450.0,94941.10222970131,0.375,0.5,0.11458333333333333,0.010416666666666666,Peoria
85387,1,1,0,0,2,AZ,1330.0,1090.0,860.0,700.0,940.0,180.0,70294.11764705883,0.5,0.5,0.0,0.0,Surprise
85388,8,17,2,2,29,AZ,3110.0,2710.0,1910.0,1500.0,1700.0,150.0,61699.00722021661,0.27586206896551724,0.5862068965517241,0.06896551724137931,0.06896551724137931,Surprise
85392,34,67,7,0,108,AZ,5370.0,4760.0,2700.0,1620.0,1780.0,200.0,53142.11807668898,0.3148148148148148,0.6203703703703703,0.06481481481481481,0.0,Avondale
85395,51,68,14,4,137,AZ,2920.0,2340.0,1750.0,1710.0,3300.0,790.0,83977.36143637782,0.3722627737226277,0.4963503649635037,0.1021897810218978,0.0291970802919708,Goodyear
85396,3,4,2,0,9,AZ,2070.0,1800.0,1360.0,1240.0,1970.0,400.0,77191.74208144798,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,Buckeye
85545,0,1,1,0,2,AZ,70.0,40.0,30.0,30.0,0.0,0.0,40441.17647058824,0.0,0.5,0.5,0.0,Roosevelt
89002,4,14,7,0,25,NV,4530.0,3470.0,2520.0,1950.0,3050.0,570.0,69289.93163455563,0.16,0.56,0.28,0.0,Henderson
89004,1,0,1,0,2,NV,40.0,40.0,30.0,20.0,50.0,0.0,72916.66666666669,0.5,0.0,0.5,0.0,Blue Diamond
89005,18,38,9,1,66,NV,2170.0,1520.0,1080.0,760.0,1190.0,340.0,68218.83852691218,0.2727272727272727,0.5757575757575758,0.13636363636363635,0.015151515151515154,Henderson
89011,26,39,4,2,71,NV,3870.0,3570.0,1960.0,1220.0,1650.0,580.0,62568.093385214015,0.3661971830985916,0.5492957746478874,0.056338028169014086,0.028169014084507043,Henderson
89012,36,91,10,2,139,NV,4120.0,3370.0,2530.0,1870.0,2960.0,1180.0,77269.18278228321,0.2589928057553957,0.6546762589928058,0.07194244604316546,0.014388489208633094,Henderson
89014,105,172,35,7,319,NV,6780.0,5630.0,2820.0,1630.0,1960.0,450.0,52996.88635184224,0.32915360501567403,0.5391849529780565,0.10971786833855803,0.0219435736677116,Henderson
89015,29,48,7,3,87,NV,6600.0,4820.0,2550.0,1600.0,1790.0,310.0,51421.901528013586,0.3333333333333333,0.5517241379310345,0.08045977011494253,0.03448275862068965,Henderson
89019,0,1,0,0,1,NV,480.0,350.0,110.0,80.0,80.0,0.0,40909.09090909091,0.0,1.0,0.0,0.0,Las Vegas
89030,32,58,8,3,101,NV,10890.0,6670.0,1520.0,380.0,150.0,20.0,27610.799796230258,0.31683168316831684,0.5742574257425742,0.07920792079207921,0.0297029702970297,North Las Vegas
89031,34,46,13,1,94,NV,10750.0,9820.0,5100.0,2960.0,2700.0,210.0,48759.51173113507,0.3617021276595745,0.4893617021276596,0.13829787234042554,0.010638297872340424,North Las Vegas
89032,41,45,11,2,99,NV,7900.0,6820.0,2880.0,1390.0,1040.0,70.0,41274.875621890555,0.4141414141414141,0.4545454545454545,0.1111111111111111,0.020202020202020204,North Las Vegas
89044,3,8,0,1,12,NV,2090.0,1740.0,1620.0,1370.0,2550.0,960.0,90513.06873184898,0.25,0.6666666666666666,0.0,0.08333333333333333,Henderson
89052,70,105,23,5,203,NV,6580.0,4900.0,3690.0,2880.0,5340.0,2760.0,85645.3154875717,0.3448275862068966,0.5172413793103449,0.11330049261083745,0.024630541871921183,Henderson
89074,52,86,18,3,159,NV,7570.0,6200.0,3970.0,2540.0,3610.0,1240.0,65618.78233187426,0.3270440251572327,0.5408805031446541,0.11320754716981132,0.018867924528301886,Henderson
89081,16,20,3,0,39,NV,5580.0,5300.0,2570.0,1410.0,1250.0,100.0,47193.0906847625,0.41025641025641024,0.5128205128205128,0.07692307692307693,0.0,North Las Vegas
89084,23,35,3,1,62,NV,3390.0,3010.0,1990.0,1450.0,1980.0,290.0,64079.27332782824,0.3709677419354839,0.5645161290322581,0.04838709677419355,0.016129032258064516,North Las Vegas
